                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.2873,                0.73461,                  1.102,                 0.9347,                 0.9051,                0.95886,                 0.6667,                 1.1483,                0.59036,                 1.0325,               0.070017,              0.0033315,              0.0033315
                      1,                 1.2995,                0.74963,                 1.1119,                0.93265,                0.88759,                0.95158,                0.64162,                  1.207,                0.65305,                  1.086,               0.039951,              0.0065988,              0.0065988
                      2,                 1.3257,                0.81157,                 1.1255,                0.91187,                0.84812,                0.92832,                0.62131,                  1.244,                   0.75,                 1.0948,              0.0098189,              0.0098002,              0.0098002
                      3,                 1.3899,                0.87719,                 1.1517,                0.85996,                0.87588,                0.92678,                0.59615,                 1.3017,                0.76138,                 1.1049,               0.009703,               0.009703,               0.009703
                      4,                 1.3987,                0.87991,                 1.1634,                0.88571,                0.88929,                0.93297,                0.58338,                 1.3204,                0.77574,                 1.1396,               0.009703,               0.009703,               0.009703
                      5,                 1.4042,                0.89417,                 1.1615,                0.89855,                 0.8712,                0.92571,                0.58378,                 1.3324,                0.76656,                 1.1118,               0.009604,               0.009604,               0.009604
                      6,                  1.399,                0.88211,                  1.162,                0.90704,                0.85948,                0.93128,                0.59579,                 1.2852,                0.76268,                 1.1092,               0.009505,               0.009505,               0.009505
                      7,                 1.3932,                0.86849,                 1.1561,                0.89469,                0.87547,                0.93033,                0.59086,                 1.3153,                0.72923,                 1.1356,               0.009406,               0.009406,               0.009406
                      8,                 1.3837,                0.87017,                 1.1548,                0.92001,                0.87119,                0.93421,                0.58382,                 1.3239,                0.76552,                 1.1267,               0.009307,               0.009307,               0.009307
                      9,                 1.3639,                0.86617,                 1.1463,                0.88339,                0.89227,                0.93309,                0.59299,                 1.2979,                0.75687,                 1.1041,               0.009208,               0.009208,               0.009208
                     10,                 1.3638,                0.84659,                 1.1544,                0.89611,                0.86858,                0.92867,                0.59238,                 1.3234,                0.76464,                 1.1244,               0.009109,               0.009109,               0.009109
                     11,                 1.3574,                0.83643,                 1.1359,                0.91282,                0.83372,                0.92323,                0.58033,                 1.2935,                0.76208,                 1.1213,                0.00901,                0.00901,                0.00901
                     12,                 1.3607,                0.85579,                 1.1381,                 0.8752,                0.86885,                0.92326,                 0.5878,                 1.3174,                0.77387,                 1.1308,               0.008911,               0.008911,               0.008911
                     13,                 1.3679,                0.84034,                 1.1446,                0.89499,                0.87824,                0.93073,                0.57205,                 1.3585,                0.75834,                  1.144,               0.008812,               0.008812,               0.008812
                     14,                 1.3455,                0.84541,                  1.138,                0.90727,                0.86183,                0.93692,                 0.5946,                 1.3003,                0.73444,                  1.121,               0.008713,               0.008713,               0.008713
