                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     79,                  1.186,                0.70346,                 1.1181,                0.87666,                    0.9,                 0.9339,                0.57087,                 1.2607,                 1.1269,                 1.1462,               0.002278,               0.002278,               0.002278
                     80,                 1.1745,                0.70899,                 1.1178,                 0.9069,                0.86587,                0.93261,                 0.5685,                  1.264,                 1.2361,                 1.1597,               0.002179,               0.002179,               0.002179
                     81,                 1.1637,                0.71453,                 1.1148,                0.91163,                0.85965,                0.92788,                0.56583,                 1.2762,                 1.3125,                 1.1688,                0.00208,                0.00208,                0.00208
                     82,                 1.1504,                0.69178,                 1.1045,                0.85086,                0.95086,                0.94363,                0.57301,                 1.2844,                 1.2528,                 1.1656,               0.001981,               0.001981,               0.001981
                     83,                 1.1375,                0.68388,                 1.0945,                0.93932,                0.85995,                 0.9439,                0.57946,                 1.2503,                 1.2749,                 1.1437,               0.001882,               0.001882,               0.001882
                     84,                   1.14,                0.67709,                 1.0969,                0.90849,                0.85556,                0.93912,                 0.5757,                  1.278,                 1.2439,                 1.1524,               0.001783,               0.001783,               0.001783
                     85,                 1.1261,                0.67985,                 1.0867,                0.88541,                0.94441,                 0.9526,                0.59634,                 1.2457,                 1.0182,                 1.1327,               0.001684,               0.001684,               0.001684
                     86,                 1.1371,                0.67969,                 1.1047,                 0.8772,                0.88889,                0.92316,                0.57498,                 1.2688,                 1.2735,                 1.1457,               0.001585,               0.001585,               0.001585
                     87,                 1.0975,                0.65928,                 1.0806,                0.88431,                0.91111,                0.93666,                0.56671,                 1.2897,                 1.3031,                  1.165,               0.001486,               0.001486,               0.001486
                     88,                 1.1166,                0.68787,                 1.0865,                0.89116,                0.91111,                0.93919,                0.56582,                 1.2911,                 1.2357,                 1.1659,               0.001387,               0.001387,               0.001387
                     89,                 1.0919,                0.66911,                 1.0676,                0.89673,                0.91661,                0.94203,                0.57351,                 1.2746,                 1.1285,                 1.1523,               0.001288,               0.001288,               0.001288
                     90,                 1.0715,                0.65423,                 1.0604,                0.88085,                    0.9,                0.94055,                0.57392,                  1.279,                 1.3486,                 1.1675,               0.001189,               0.001189,               0.001189
                     91,                 1.0749,                0.63656,                 1.0659,                0.90351,                0.90556,                0.94312,                0.57567,                 1.2749,                 1.1647,                 1.1707,                0.00109,                0.00109,                0.00109
                     92,                 1.0759,                0.65367,                 1.0713,                0.88415,                0.91111,                0.93619,                0.57943,                 1.2649,                 1.2283,                  1.158,               0.000991,               0.000991,               0.000991
                     93,                 1.0989,                0.66819,                 1.0702,                 0.8857,                0.90402,                0.94431,                0.57582,                 1.2636,                 1.0164,                 1.1541,               0.000892,               0.000892,               0.000892
                     94,                 1.0696,                 0.6343,                 1.0653,                0.88195,                0.90556,                0.93571,                0.56359,                 1.3004,                 1.2807,                 1.1811,               0.000793,               0.000793,               0.000793
                     95,                 1.0625,                0.63244,                 1.0597,                0.85965,                0.91874,                   0.93,                0.57105,                 1.2635,                 1.3759,                 1.1613,               0.000694,               0.000694,               0.000694
                     96,                 1.0656,                0.62837,                 1.0733,                0.89989,                 0.8989,                  0.935,                0.57204,                 1.2757,                 1.2739,                 1.1667,               0.000595,               0.000595,               0.000595
                     97,                  1.039,                0.62151,                 1.0569,                 0.9043,                0.89241,                0.93464,                0.57256,                  1.278,                 1.2964,                 1.1657,               0.000496,               0.000496,               0.000496
                     98,                 1.0497,                0.63374,                 1.0533,                0.92425,                0.88117,                0.94112,                0.57881,                 1.2678,                 1.1427,                 1.1623,               0.000397,               0.000397,               0.000397
                     99,                 1.0268,                0.63056,                 1.0414,                0.89238,                0.92132,                0.94442,                0.58571,                 1.2591,                 1.1617,                 1.1575,               0.000298,               0.000298,               0.000298
