                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     78,                 1.0506,                0.59584,                 1.0703,                0.94489,                 0.9506,                0.97776,                  0.731,                 1.0212,                0.44165,                  1.111,              0.0061885,              0.0061885,              0.0061885
                     79,                 1.0461,                0.58068,                 1.0649,                0.94496,                0.94851,                  0.978,                0.73204,                 1.0183,                0.43986,                 1.1107,               0.006139,               0.006139,               0.006139
                     80,                 1.0475,                0.58535,                 1.0665,                0.94474,                0.94788,                0.97848,                0.72962,                 1.0205,                0.44484,                 1.1118,              0.0060895,              0.0060895,              0.0060895
                     81,                 1.0474,                0.57966,                 1.0713,                0.94129,                0.95644,                0.97999,                0.72864,                 1.0234,                0.44351,                 1.1138,                0.00604,                0.00604,                0.00604
                     82,                 1.0447,                 0.5794,                 1.0711,                0.94143,                0.95248,                0.97937,                0.72767,                 1.0296,                0.44525,                 1.1171,              0.0059905,              0.0059905,              0.0059905
                     83,                 1.0429,                0.57157,                 1.0702,                0.93686,                 0.9604,                0.97939,                0.72283,                 1.0332,                0.44786,                 1.1197,               0.005941,               0.005941,               0.005941
                     84,                 1.0528,                0.57324,                 1.0717,                0.93823,                0.96634,                0.97892,                0.72396,                 1.0362,                0.44531,                  1.121,              0.0058915,              0.0058915,              0.0058915
                     85,                 1.0599,                0.58409,                 1.0811,                0.93904,                0.96832,                0.97887,                0.72149,                 1.0385,                0.44323,                 1.1227,               0.005842,               0.005842,               0.005842
                     86,                 1.0248,                0.56652,                 1.0608,                0.93834,                0.96424,                0.97917,                0.72411,                 1.0345,                0.44211,                 1.1209,              0.0057925,              0.0057925,              0.0057925
                     87,                 1.0273,                0.56091,                 1.0581,                0.94194,                 0.9638,                0.97952,                0.72722,                 1.0256,                0.44069,                  1.117,               0.005743,               0.005743,               0.005743
                     88,                 1.0362,                0.57426,                 1.0662,                0.93492,                 0.9604,                0.97983,                0.72888,                 1.0244,                0.44233,                 1.1119,              0.0056935,              0.0056935,              0.0056935
                     89,                 1.0264,                0.55526,                 1.0575,                0.94266,                 0.9604,                 0.9801,                0.72827,                  1.024,                0.44135,                 1.1096,               0.005644,               0.005644,               0.005644
                     90,                 1.0258,                0.56319,                  1.066,                0.94732,                0.96143,                0.98096,                0.73145,                 1.0211,                0.44226,                 1.1076,              0.0055945,              0.0055945,              0.0055945
                     91,                 1.0316,                0.56302,                 1.0607,                0.94561,                 0.9604,                0.98046,                0.73131,                 1.0242,                 0.4378,                 1.1105,               0.005545,               0.005545,               0.005545
                     92,                 1.0096,                0.55348,                 1.0513,                0.94507,                 0.9604,                0.98002,                0.73237,                 1.0232,                 0.4352,                 1.1118,              0.0054955,              0.0054955,              0.0054955
                     93,                 1.0152,                0.54609,                 1.0549,                0.94368,                0.96214,                0.97934,                0.73279,                 1.0223,                0.43166,                 1.1111,               0.005446,               0.005446,               0.005446
                     94,                 1.0257,                0.55977,                 1.0636,                 0.9451,                0.95842,                0.97972,                0.73286,                 1.0183,                0.43368,                 1.1095,              0.0053965,              0.0053965,              0.0053965
                     95,                 1.0244,                0.55795,                 1.0567,                0.94525,                0.95724,                0.97963,                 0.7321,                 1.0175,                0.43358,                 1.1096,               0.005347,               0.005347,               0.005347
                     96,                 1.0238,                0.55914,                 1.0601,                 0.9415,                  0.956,                0.97957,                0.73242,                 1.0148,                0.43012,                 1.1089,              0.0052975,              0.0052975,              0.0052975
                     97,                  1.014,                0.55048,                 1.0525,                 0.9431,                0.95177,                0.97913,                0.73444,                 1.0176,                0.42838,                 1.1112,               0.005248,               0.005248,               0.005248
                     98,                0.99512,                0.54162,                  1.046,                0.94671,                0.94987,                0.97946,                0.73221,                 1.0169,                0.43015,                  1.111,              0.0051985,              0.0051985,              0.0051985
                     99,                0.98841,                0.53045,                 1.0474,                0.94332,                0.95577,                0.97926,                0.73407,                 1.0185,                0.42778,                 1.1126,               0.005149,               0.005149,               0.005149
                    100,                0.99393,                0.54442,                 1.0488,                0.93776,                0.95475,                0.97859,                0.73681,                 1.0177,                0.42701,                 1.1133,              0.0050995,              0.0050995,              0.0050995
                    101,                0.98904,                0.53532,                 1.0498,                0.93091,                0.96047,                0.97858,                0.73893,                 1.0155,                0.42792,                 1.1123,                0.00505,                0.00505,                0.00505
                    102,                  1.004,                0.53956,                 1.0558,                0.93853,                0.95842,                0.97919,                0.74008,                 1.0134,                0.42778,                 1.1108,              0.0050005,              0.0050005,              0.0050005
                    103,                0.98573,                0.53729,                 1.0447,                0.94001,                0.96238,                0.97965,                0.74069,                 1.0104,                0.42571,                 1.1099,               0.004951,               0.004951,               0.004951
                    104,                0.99485,                0.53834,                 1.0477,                   0.94,                0.96238,                0.97982,                0.74009,                 1.0091,                0.42344,                 1.1098,              0.0049015,              0.0049015,              0.0049015
                    105,                0.98961,                0.52708,                 1.0468,                0.94019,                  0.965,                0.98053,                0.74098,                 1.0093,                0.42296,                 1.1096,               0.004852,               0.004852,               0.004852
                    106,                0.97272,                0.52554,                 1.0325,                0.94178,                0.96634,                0.98105,                0.74156,                 1.0093,                0.42274,                 1.1103,              0.0048025,              0.0048025,              0.0048025
                    107,                0.98413,                0.52507,                 1.0369,                0.94025,                  0.966,                0.98129,                0.74265,                 1.0089,                0.42048,                 1.1098,               0.004753,               0.004753,               0.004753
                    108,                0.97427,                0.52471,                 1.0379,                0.93833,                0.96417,                0.97957,                0.74088,                 1.0087,                0.42026,                 1.1102,              0.0047035,              0.0047035,              0.0047035
                    109,                0.97793,                0.52761,                 1.0444,                0.93833,                0.96412,                0.98002,                0.74132,                 1.0076,                 0.4208,                 1.1092,               0.004654,               0.004654,               0.004654
                    110,                0.98146,                0.52807,                 1.0438,                0.93539,                0.96238,                0.97981,                 0.7406,                 1.0077,                0.41905,                 1.1084,              0.0046045,              0.0046045,              0.0046045
                    111,                0.96644,                0.51851,                 1.0346,                0.93563,                0.96238,                0.97958,                0.74159,                 1.0061,                0.41774,                 1.1082,               0.004555,               0.004555,               0.004555
                    112,                0.97781,                0.51854,                 1.0339,                0.93748,                0.96436,                0.98082,                0.74171,                 1.0054,                0.41811,                 1.1075,              0.0045055,              0.0045055,              0.0045055
                    113,                0.96333,                 0.5177,                  1.032,                0.93877,                0.96436,                0.98093,                0.74139,                 1.0043,                0.41756,                 1.1068,               0.004456,               0.004456,               0.004456
                    114,                0.95082,                0.52218,                 1.0329,                0.93754,                0.96436,                0.98074,                0.74122,                 1.0024,                0.41678,                 1.1058,              0.0044065,              0.0044065,              0.0044065
                    115,                0.95937,                 0.5159,                 1.0314,                0.93513,                0.96238,                0.97934,                0.74057,                 1.0017,                0.41764,                 1.1059,               0.004357,               0.004357,               0.004357
                    116,                0.95102,                0.50748,                 1.0263,                0.93734,                0.96436,                0.98011,                  0.742,                 1.0024,                0.41679,                 1.1062,              0.0043075,              0.0043075,              0.0043075
                    117,                0.95463,                 0.5131,                  1.028,                0.93736,                0.96238,                0.98024,                  0.741,                 1.0029,                  0.417,                 1.1063,               0.004258,               0.004258,               0.004258
                    118,                0.95011,                0.51548,                 1.0247,                0.93831,                0.96375,                0.98035,                0.74141,                 1.0022,                0.41573,                  1.106,              0.0042085,              0.0042085,              0.0042085
                    119,                0.95509,                0.50688,                 1.0293,                0.93765,                0.96436,                0.98026,                0.74139,                 1.0014,                0.41617,                 1.1058,               0.004159,               0.004159,               0.004159
                    120,                0.95697,                0.51208,                 1.0283,                 0.9357,                0.96238,                0.98016,                 0.7421,                 1.0005,                0.41588,                 1.1054,              0.0041095,              0.0041095,              0.0041095
                    121,                0.94415,                0.50689,                 1.0254,                0.93465,                0.96291,                 0.9799,                0.74188,                0.99962,                0.41467,                 1.1054,                0.00406,                0.00406,                0.00406
                    122,                0.93813,                 0.5029,                 1.0206,                0.93965,                0.95572,                0.97977,                0.74239,                0.99854,                0.41418,                  1.105,              0.0040105,              0.0040105,              0.0040105
                    123,                0.93799,                0.50087,                 1.0224,                0.94004,                0.95446,                0.97983,                0.74257,                 0.9986,                0.41341,                 1.1054,               0.003961,               0.003961,               0.003961
                    124,                 0.9338,                0.49489,                 1.0228,                0.94123,                0.95446,                0.97997,                0.74258,                0.99799,                0.41323,                 1.1058,              0.0039115,              0.0039115,              0.0039115
                    125,                 0.9322,                0.49869,                 1.0155,                0.93982,                0.95446,                0.97992,                0.74295,                0.99735,                0.41326,                 1.1058,               0.003862,               0.003862,               0.003862
                    126,                0.94121,                0.49118,                 1.0251,                0.94186,                0.95446,                 0.9801,                0.74379,                0.99639,                0.41394,                 1.1055,              0.0038125,              0.0038125,              0.0038125
                    127,                0.92606,                0.49362,                 1.0189,                0.94162,                 0.9604,                0.98014,                0.74413,                0.99545,                 0.4134,                 1.1049,               0.003763,               0.003763,               0.003763
