                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 1.3622,                0.86642,                 1.2027,                0.92894,                0.90169,                0.95075,                0.57982,                0.72078,                0.73922,                0.66914,               0.006634,               0.006634,               0.006634
                     36,                  1.332,                0.84781,                 1.1814,                0.90064,                0.91658,                0.94868,                0.57015,                0.73398,                 0.8574,                0.67362,               0.006535,               0.006535,               0.006535
                     37,                 1.3371,                 0.8377,                  1.181,                0.92649,                0.90449,                0.94635,                 0.5697,                0.72112,                0.75037,                0.66458,               0.006436,               0.006436,               0.006436
                     38,                 1.3202,                0.81898,                 1.1752,                0.94291,                0.88483,                0.94364,                 0.5735,                0.73026,                0.76686,                0.66932,               0.006337,               0.006337,               0.006337
                     39,                 1.3332,                0.83198,                 1.1755,                0.93832,                0.88764,                0.95321,                 0.5849,                0.70886,                0.77907,                0.65379,               0.006238,               0.006238,               0.006238
                     40,                 1.3095,                0.80859,                 1.1578,                0.92924,                0.88539,                0.94618,                0.58145,                0.71278,                0.98139,                0.65003,               0.006139,               0.006139,               0.006139
                     41,                 1.3204,                0.81445,                 1.1645,                0.93084,                0.90738,                0.94461,                0.57935,                0.70919,                0.88498,                0.65237,                0.00604,                0.00604,                0.00604
                     42,                 1.3394,                0.82018,                 1.1835,                0.90968,                 0.9053,                0.94545,                0.58143,                0.71004,                 1.1885,                0.65432,               0.005941,               0.005941,               0.005941
                     43,                 1.3169,                0.81059,                 1.1669,                0.92532,                0.89888,                0.94745,                0.58558,                0.70699,                 1.0563,                0.64406,               0.005842,               0.005842,               0.005842
                     44,                 1.2999,                 0.7778,                 1.1502,                 0.9251,                0.90207,                0.94682,                0.58398,                0.70824,                 0.9508,                 0.6499,               0.005743,               0.005743,               0.005743
                     45,                 1.3092,                0.79175,                 1.1636,                0.91678,                0.91292,                0.93797,                0.58618,                0.70487,                0.94884,                0.65057,               0.005644,               0.005644,               0.005644
                     46,                 1.2985,                0.77672,                 1.1565,                0.92531,                 0.9073,                0.94787,                 0.5959,                0.69905,                0.83564,                0.64503,               0.005545,               0.005545,               0.005545
                     47,                 1.2841,                0.77916,                 1.1337,                0.93134,                 0.9073,                0.94547,                 0.5833,                0.70469,                0.84152,                0.63746,               0.005446,               0.005446,               0.005446
                     48,                 1.2845,                0.75432,                 1.1439,                0.91986,                0.87057,                0.93438,                  0.576,                0.70909,                 1.5229,                0.64689,               0.005347,               0.005347,               0.005347
                     49,                 1.2666,                0.75633,                 1.1265,                0.92004,                 0.8736,                0.93518,                0.58186,                0.70734,                 1.4431,                0.64283,               0.005248,               0.005248,               0.005248
                     50,                 1.2419,                 0.7305,                 1.1194,                 0.9308,                0.90449,                0.94461,                0.58864,                0.70383,                 1.0607,                0.64259,               0.005149,               0.005149,               0.005149
                     51,                 1.2798,                0.78032,                 1.1358,                0.93713,                0.86798,                0.93944,                0.59863,                0.70363,                 1.1978,                0.64096,                0.00505,                0.00505,                0.00505
                     52,                 1.2473,                0.73577,                 1.1181,                0.94206,                0.86773,                 0.9369,                0.58824,                0.70652,                 1.5781,                0.63902,               0.004951,               0.004951,               0.004951
                     53,                 1.2575,                0.74354,                  1.117,                0.90199,                0.89888,                 0.9393,                0.59712,                0.70168,                 1.5662,                0.63671,               0.004852,               0.004852,               0.004852
                     54,                 1.2504,                0.71756,                 1.1296,                0.89506,                0.91038,                0.94217,                0.59309,                0.69797,                 1.5397,                0.63808,               0.004753,               0.004753,               0.004753
                     55,                 1.2499,                0.71675,                 1.1122,                0.93411,                0.91597,                0.95283,                0.60256,                0.70766,                 1.0848,                0.64207,               0.004654,               0.004654,               0.004654
                     56,                 1.2432,                0.72217,                  1.114,                0.94235,                0.91833,                0.95546,                0.60601,                0.69677,                 1.1488,                0.63431,               0.004555,               0.004555,               0.004555
                     57,                 1.2459,                0.72849,                 1.1099,                0.94129,                0.92135,                0.95504,                0.59747,                0.69687,                0.99427,                0.63386,               0.004456,               0.004456,               0.004456
                     58,                 1.2167,                0.69684,                 1.0977,                0.94188,                0.90449,                0.94853,                0.59777,                0.70386,                0.95082,                0.63808,               0.004357,               0.004357,               0.004357
                     59,                 1.2232,                 0.7046,                 1.1062,                0.94172,                0.90782,                0.95131,                0.59507,                0.70046,                0.96156,                0.64115,               0.004258,               0.004258,               0.004258
                     60,                 1.2411,                 0.7008,                 1.1164,                0.94466,                0.91104,                 0.9482,                0.59898,                0.69635,                  1.027,                0.64035,               0.004159,               0.004159,               0.004159
                     61,                 1.2275,                0.69204,                 1.1054,                0.95594,                0.91428,                0.95836,                0.59208,                 0.6977,                 0.8287,                0.63995,                0.00406,                0.00406,                0.00406
                     62,                 1.1995,                0.67602,                 1.0813,                0.95027,                0.91257,                0.95568,                0.59699,                0.69266,                0.85814,                  0.634,               0.003961,               0.003961,               0.003961
                     63,                  1.211,                0.69029,                 1.0862,                0.94308,                0.92697,                0.95937,                0.60232,                0.69251,                0.83567,                0.63002,               0.003862,               0.003862,               0.003862
                     64,                  1.174,                0.65706,                  1.067,                0.94034,                0.91573,                0.95862,                 0.6028,                0.69249,                0.87553,                0.62908,               0.003763,               0.003763,               0.003763
