                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 1.2556,                0.68132,                 1.1399,                0.94093,                0.95355,                0.97669,                0.65226,                 1.2344,                0.55508,                 1.1494,               0.006436,               0.006436,               0.006436
                     20,                 1.2434,                0.66987,                 1.1404,                0.96869,                0.93154,                0.97468,                0.64192,                 1.2422,                0.58559,                 1.1612,               0.006238,               0.006238,               0.006238
                     21,                 1.2415,                0.65454,                 1.1469,                0.98207,                0.93737,                0.97859,                0.65356,                 1.2377,                 0.5474,                 1.1412,                0.00604,                0.00604,                0.00604
                     22,                 1.2359,                0.66362,                 1.1318,                0.95945,                0.93888,                0.97705,                0.65209,                 1.2435,                0.55851,                 1.1584,               0.005842,               0.005842,               0.005842
                     23,                 1.2237,                0.64862,                 1.1266,                0.95794,                0.96333,                0.98165,                0.63888,                 1.2582,                0.54177,                 1.1672,               0.005644,               0.005644,               0.005644
                     24,                 1.2118,                0.64184,                  1.115,                0.96951,                0.94132,                0.97799,                0.64799,                 1.2561,                0.52807,                 1.1516,               0.005446,               0.005446,               0.005446
                     25,                 1.2221,                0.64906,                 1.1273,                0.97526,                0.94132,                0.97556,                 0.6482,                 1.2434,                0.54041,                 1.1634,               0.005248,               0.005248,               0.005248
                     26,                 1.2061,                0.62836,                 1.1243,                0.96786,                0.95715,                0.98129,                0.65233,                 1.2531,                 0.5361,                  1.166,                0.00505,                0.00505,                0.00505
                     27,                 1.1775,                0.61116,                 1.1022,                0.95162,                0.96822,                0.98117,                0.65844,                 1.2353,                0.51708,                 1.1483,               0.004852,               0.004852,               0.004852
                     28,                 1.1722,                0.60685,                 1.1027,                0.97419,                0.92275,                0.97546,                0.65656,                 1.2439,                0.53401,                 1.1461,               0.004654,               0.004654,               0.004654
                     29,                 1.1729,                0.60195,                 1.1018,                 0.9746,                0.93798,                0.98016,                0.66061,                  1.212,                0.52127,                 1.1471,               0.004456,               0.004456,               0.004456
                     30,                 1.1523,                0.60515,                 1.0916,                0.96764,                0.95055,                 0.9812,                0.66087,                 1.2051,                0.51425,                 1.1395,               0.004258,               0.004258,               0.004258
                     31,                  1.167,                 0.6057,                 1.1014,                0.96565,                0.94132,                0.97417,                0.64886,                 1.2352,                0.51598,                  1.158,                0.00406,                0.00406,                0.00406
                     32,                  1.153,                0.58878,                 1.0869,                0.96544,                0.96822,                0.97983,                0.67065,                 1.2085,                0.48783,                 1.1275,               0.003862,               0.003862,               0.003862
                     33,                 1.1559,                0.58736,                 1.0851,                0.97049,                 0.9511,                0.98207,                0.65985,                  1.221,                 0.5003,                 1.1418,               0.003664,               0.003664,               0.003664
                     34,                  1.132,                 0.5851,                 1.0764,                0.95881,                0.96748,                0.98343,                0.65526,                 1.2066,                0.49851,                 1.1313,               0.003466,               0.003466,               0.003466
                     35,                  1.123,                0.56765,                 1.0729,                0.95814,                0.95355,                0.97158,                0.66226,                 1.2056,                0.49405,                 1.1467,               0.003268,               0.003268,               0.003268
                     36,                 1.1033,                  0.569,                 1.0626,                 0.9741,                0.95355,                 0.9806,                  0.668,                 1.2174,                0.49686,                 1.1383,                0.00307,                0.00307,                0.00307
                     37,                 1.1043,                0.57221,                 1.0617,                0.97036,                0.96053,                0.98036,                0.66657,                 1.2054,                0.47927,                  1.135,               0.002872,               0.002872,               0.002872
                     38,                 1.0982,                0.55742,                 1.0626,                 0.9682,                0.95599,                0.97856,                0.67213,                 1.2001,                 0.4894,                 1.1296,               0.002674,               0.002674,               0.002674
                     39,                  1.098,                0.55073,                 1.0587,                0.97731,                0.94766,                 0.9814,                0.67767,                 1.1983,                0.47701,                 1.1209,               0.002476,               0.002476,               0.002476
                     40,                  1.087,                0.56185,                 1.0574,                0.98167,                0.94866,                0.98524,                0.67136,                   1.21,                0.48412,                 1.1356,               0.002278,               0.002278,               0.002278
                     41,                 1.0945,                0.56164,                 1.0628,                 0.9874,                0.95773,                0.98353,                0.67027,                  1.193,                0.46395,                 1.1256,                0.00208,                0.00208,                0.00208
                     42,                 1.0671,                0.53291,                 1.0435,                0.96435,                0.96088,                0.98301,                0.67953,                 1.1812,                 0.4743,                 1.1155,               0.001882,               0.001882,               0.001882
                     43,                 1.0779,                  0.543,                 1.0529,                0.97524,                0.96314,                0.98298,                0.67226,                 1.1889,                0.47181,                  1.121,               0.001684,               0.001684,               0.001684
                     44,                 1.0535,                0.52687,                 1.0391,                 0.9844,                 0.9511,                0.98168,                0.67006,                 1.2007,                0.46902,                 1.1301,               0.001486,               0.001486,               0.001486
                     45,                 1.0368,                0.52591,                 1.0293,                0.97274,                0.95965,                0.97858,                0.65689,                 1.2058,                0.47586,                 1.1342,               0.001288,               0.001288,               0.001288
                     46,                 1.0419,                0.51938,                 1.0391,                0.97445,                0.95355,                0.97934,                0.65904,                  1.206,                 0.4686,                  1.124,                0.00109,                0.00109,                0.00109
                     47,                 1.0319,                0.50604,                   1.03,                0.98028,                0.94866,                0.98188,                0.66998,                 1.1917,                0.45945,                 1.1242,               0.000892,               0.000892,               0.000892
                     48,                 1.0174,                 0.5037,                 1.0221,                0.97742,                0.95252,                0.98347,                0.67926,                  1.191,                0.45904,                 1.1214,               0.000694,               0.000694,               0.000694
                     49,                 1.0304,                0.50899,                 1.0367,                0.96434,                0.96333,                0.98207,                0.68079,                 1.1814,                0.46069,                 1.1148,               0.000496,               0.000496,               0.000496
