                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.2763,                0.72474,                 1.1963,                0.99598,                0.98889,                0.98907,                0.70881,                0.78731,                 0.4446,                0.74636,               0.070133,              0.0033185,              0.0033185
                      1,                 1.2655,                0.69814,                 1.1999,                 0.9745,                0.97778,                 0.9908,                0.65321,                 0.7967,                0.44605,                0.79086,               0.040067,               0.006586,               0.006586
                      2,                 1.3723,                0.78579,                 1.2487,                0.96492,                0.92222,                0.96506,                0.59515,                0.94538,                0.72748,                0.87161,              0.0099356,              0.0097875,              0.0097875
                      3,                 1.4727,                0.88614,                 1.2993,                0.99794,                0.93333,                0.97609,                0.59046,                0.91096,                0.53198,                  0.782,               0.009703,               0.009703,               0.009703
                      4,                 1.4601,                 0.8816,                 1.3102,                0.91218,                0.96667,                 0.9688,                0.60325,                0.91389,                0.46984,                 0.8616,               0.009703,               0.009703,               0.009703
                      5,                 1.5245,                0.89144,                 1.3511,                0.97445,                0.94444,                0.97802,                0.57894,                0.85081,                0.66036,                0.76719,               0.009604,               0.009604,               0.009604
                      6,                 1.4968,                0.88574,                 1.3231,                0.97035,                0.94444,                0.98604,                0.58436,                0.98909,                 1.5166,                 0.9038,               0.009505,               0.009505,               0.009505
                      7,                 1.4633,                0.85186,                 1.2982,                0.96637,                0.96667,                0.98198,                0.56952,                0.96347,                0.52368,                0.81673,               0.009406,               0.009406,               0.009406
                      8,                 1.4984,                0.91576,                 1.3164,                0.95501,                0.97778,                0.98332,                0.60467,                0.97787,                0.99454,                0.87562,               0.009307,               0.009307,               0.009307
                      9,                 1.4986,                0.90717,                 1.3188,                0.97725,                 0.9548,                0.97945,                0.59119,                0.87844,                0.60229,                0.79529,               0.009208,               0.009208,               0.009208
                     10,                 1.4609,                0.86434,                 1.2938,                0.95542,                0.97778,                0.98349,                 0.5575,                 1.0265,                0.72543,                0.90567,               0.009109,               0.009109,               0.009109
                     11,                 1.4686,                0.87464,                 1.3028,                0.98428,                0.94444,                0.97676,                0.60743,                0.89993,                0.50029,                0.83102,                0.00901,                0.00901,                0.00901
