                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                 1.2921,                0.67613,                  1.215,                0.78054,                0.88114,                0.86431,                0.51023,                0.74295,                 10.346,                0.69468,                0.00307,                0.00307,                0.00307
                     37,                 1.2644,                0.64603,                 1.2104,                 0.6868,                0.87825,                0.76677,                0.46863,                0.73463,                 19.495,                0.68331,               0.002872,               0.002872,               0.002872
                     38,                 1.2708,                0.65525,                 1.2032,                0.70745,                0.86047,                0.77472,                0.47993,                0.73297,                 18.202,                 0.6878,               0.002674,               0.002674,               0.002674
                     39,                  1.242,                0.63148,                 1.1866,                0.69741,                0.82946,                0.77973,                0.48583,                0.72995,                 21.076,                0.68357,               0.002476,               0.002476,               0.002476
                     40,                 1.2219,                0.55946,                 1.2157,                0.58719,                0.85788,                0.64362,                0.39736,                 0.7263,                 29.752,                0.68193,               0.002278,               0.002278,               0.002278
                     41,                 1.1895,                0.52783,                 1.1917,                0.66931,                0.86305,                0.74049,                0.44692,                0.73926,                 20.392,                0.68675,                0.00208,                0.00208,                0.00208
                     42,                 1.1697,                0.52074,                 1.1929,                0.64746,                0.88267,                0.72356,                 0.4487,                0.72465,                 20.896,                0.68081,               0.001882,               0.001882,               0.001882
                     43,                  1.171,                0.52025,                 1.1844,                 0.6139,                 0.9199,                 0.7034,                0.42623,                0.73339,                 24.184,                0.68873,               0.001684,               0.001684,               0.001684
                     44,                 1.1282,                0.50521,                 1.1703,                0.62166,                0.89585,                0.72531,                 0.4455,                0.72375,                 26.217,                 0.6818,               0.001486,               0.001486,               0.001486
                     45,                 1.1161,                0.48897,                 1.1553,                0.68081,                 0.8863,                0.75821,                0.47978,                0.71544,                 20.504,                0.68044,               0.001288,               0.001288,               0.001288
                     46,                  1.101,                0.48498,                 1.1471,                0.57847,                0.90956,                0.67686,                0.42661,                0.71442,                 30.636,                 0.6815,                0.00109,                0.00109,                0.00109
                     47,                 1.0795,                 0.4746,                 1.1309,                0.62106,                0.91473,                0.71741,                0.44572,                0.72343,                 24.429,                0.68698,               0.000892,               0.000892,               0.000892
                     48,                 1.0698,                0.46074,                 1.1279,                 0.6534,                0.84755,                 0.7382,                0.46394,                0.72258,                 24.525,                0.68464,               0.000694,               0.000694,               0.000694
                     49,                 1.0517,                0.45749,                 1.1212,                0.59937,                0.91473,                0.71378,                0.44904,                 0.7205,                 29.233,                0.68686,               0.000496,               0.000496,               0.000496
