                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                 1.1441,                0.59659,                 1.1836,                0.78286,                0.95004,                0.92456,                0.62298,                0.66857,                 14.548,                0.72832,               0.006535,               0.006535,               0.006535
                     37,                 1.1558,                0.62253,                 1.1898,                0.78797,                0.92909,                0.90841,                0.61065,                0.67469,                 12.753,                 0.7403,               0.006436,               0.006436,               0.006436
                     38,                  1.148,                0.61025,                 1.1767,                0.84598,                0.92781,                0.94518,                0.62945,                0.66472,                 8.8152,                0.72669,               0.006337,               0.006337,               0.006337
                     39,                 1.1258,                0.60552,                 1.1737,                0.83555,                 0.9527,                0.95132,                0.63449,                0.67965,                 8.6034,                0.74104,               0.006238,               0.006238,               0.006238
                     40,                 1.1133,                0.58247,                 1.1624,                0.88851,                0.91538,                0.97097,                 0.6345,                0.70654,                  6.399,                0.75955,               0.006139,               0.006139,               0.006139
                     41,                 1.1073,                0.58564,                 1.1586,                0.87238,                0.91892,                0.96651,                0.64005,                 0.6871,                 8.0714,                0.75728,                0.00604,                0.00604,                0.00604
                     42,                 1.1194,                0.58851,                 1.1737,                0.96624,                0.96622,                0.99157,                0.65819,                0.66487,                  2.214,                0.73544,               0.005941,               0.005941,               0.005941
                     43,                 1.1101,                0.58946,                  1.164,                0.94236,                0.93243,                0.98079,                0.65012,                0.67638,                 4.7638,                0.73676,               0.005842,               0.005842,               0.005842
                     44,                 1.0985,                0.57447,                 1.1651,                0.90556,                 0.9527,                 0.9747,                0.65207,                0.66959,                 3.6654,                0.73534,               0.005743,               0.005743,               0.005743
                     45,                 1.1003,                0.59249,                 1.1654,                0.89149,                 0.9437,                0.97842,                0.66133,                0.67372,                  5.977,                0.72933,               0.005644,               0.005644,               0.005644
                     46,                 1.0987,                0.57906,                 1.1612,                0.95456,                0.97297,                0.99084,                 0.6562,                0.65692,                 1.5835,                 0.7085,               0.005545,               0.005545,               0.005545
                     47,                 1.0954,                0.59268,                 1.1583,                0.93897,                 0.9356,                 0.9801,                0.65345,                0.64302,                 3.3397,                0.70162,               0.005446,               0.005446,               0.005446
                     48,                 1.0855,                 0.5742,                 1.1473,                0.92184,                0.96622,                0.97787,                0.66348,                0.67013,                 4.1359,                0.73065,               0.005347,               0.005347,               0.005347
                     49,                 1.0702,                0.56359,                 1.1534,                0.86134,                0.95946,                 0.9565,                0.64818,                0.65204,                 8.3075,                 0.7058,               0.005248,               0.005248,               0.005248
                     50,                 1.0418,                 0.5351,                 1.1357,                0.71152,                0.91658,                0.89006,                0.60474,                0.66897,                 18.362,                0.71258,               0.005149,               0.005149,               0.005149
