                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.1242,                0.59062,                 1.1887,                0.98451,                0.97795,                0.99057,                0.74437,                0.96327,                0.41665,                 1.1453,               0.070021,              0.0033311,              0.0033311
                      1,                 1.1441,                 0.5915,                 1.2065,                0.99122,                0.97692,                0.99268,                 0.7328,                 1.0227,                0.42684,                 1.1809,               0.039889,              0.0065324,              0.0065324
                      2,                 1.1843,                0.61468,                 1.2223,                0.98073,                0.96923,                0.98749,                0.67542,                 1.1688,                0.51816,                 1.2801,              0.0096246,              0.0096018,              0.0096018
                      3,                 1.2666,                  0.678,                 1.2672,                0.96878,                0.95484,                0.98649,                 0.6734,                 1.1799,                0.53039,                 1.2935,               0.009406,               0.009406,               0.009406
                      4,                 1.2713,                0.69606,                 1.2682,                 0.9667,                0.96762,                0.98468,                0.65158,                 1.2488,                0.57136,                 1.3267,               0.009406,               0.009406,               0.009406
                      5,                 1.2945,                0.70585,                 1.2789,                0.97311,                0.94872,                0.98362,                0.66479,                 1.2274,                 0.5524,                 1.3156,               0.009208,               0.009208,               0.009208
                      6,                 1.2825,                0.70165,                 1.2792,                0.98175,                 0.9641,                0.98562,                0.64529,                 1.2457,                0.55836,                 1.3339,                0.00901,                0.00901,                0.00901
                      7,                 1.2591,                0.68158,                 1.2559,                0.95389,                0.95485,                 0.9799,                0.65482,                 1.2139,                0.55278,                  1.305,               0.008812,               0.008812,               0.008812
                      8,                 1.2612,                0.68883,                 1.2583,                0.95998,                0.94872,                0.98246,                0.66803,                 1.1924,                  0.561,                 1.2997,               0.008614,               0.008614,               0.008614
                      9,                 1.2663,                 0.6724,                 1.2664,                0.98395,                0.94312,                0.98296,                0.66327,                 1.2316,                 0.5345,                 1.3337,               0.008416,               0.008416,               0.008416
                     10,                 1.2578,                0.67493,                 1.2592,                0.97918,                0.96457,                0.98329,                0.65163,                 1.2497,                0.54055,                  1.348,               0.008218,               0.008218,               0.008218
                     11,                 1.2462,                0.68805,                 1.2579,                0.96702,                0.95897,                0.98618,                0.66511,                 1.2495,                0.53801,                  1.336,                0.00802,                0.00802,                0.00802
                     12,                 1.2324,                0.66367,                 1.2538,                0.98029,                0.96667,                 0.9844,                0.67255,                 1.2307,                0.53874,                 1.3344,               0.007822,               0.007822,               0.007822
                     13,                 1.2393,                0.67728,                 1.2572,                0.96743,                 0.9641,                0.98874,                 0.6605,                 1.2183,                0.50888,                 1.3247,               0.007624,               0.007624,               0.007624
                     14,                 1.2195,                0.65187,                 1.2475,                 0.9851,                0.95897,                0.98998,                0.67557,                 1.2047,                0.50652,                 1.3094,               0.007426,               0.007426,               0.007426
                     15,                 1.2092,                0.63542,                  1.234,                0.96888,                 0.9641,                0.98944,                0.66838,                 1.1998,                0.49539,                 1.3101,               0.007228,               0.007228,               0.007228
                     16,                 1.2044,                0.63238,                 1.2258,                0.97619,                0.94604,                0.98175,                0.67225,                 1.2229,                0.53346,                 1.3282,                0.00703,                0.00703,                0.00703
                     17,                 1.2116,                0.63611,                 1.2325,                0.97162,                 0.9641,                0.98007,                0.65874,                 1.2837,                0.50748,                 1.3573,               0.006832,               0.006832,               0.006832
                     18,                 1.1825,                0.62958,                 1.2185,                0.95426,                0.96297,                 0.9805,                0.67014,                 1.2627,                0.52236,                 1.3639,               0.006634,               0.006634,               0.006634
                     19,                 1.1858,                0.61484,                 1.2217,                 0.9596,                0.95897,                0.98334,                0.66655,                 1.2569,                0.50718,                 1.3432,               0.006436,               0.006436,               0.006436
                     20,                 1.1715,                0.61948,                 1.2218,                0.97415,                0.96642,                0.98281,                0.66417,                 1.2519,                0.49983,                 1.3443,               0.006238,               0.006238,               0.006238
                     21,                 1.1699,                0.61672,                  1.224,                0.98074,                0.95897,                0.98381,                 0.6636,                 1.2918,                0.51464,                 1.3644,                0.00604,                0.00604,                0.00604
                     22,                 1.1669,                0.60014,                 1.2083,                0.97909,                0.95641,                0.98393,                0.66138,                 1.2701,                0.49713,                  1.366,               0.005842,               0.005842,               0.005842
                     23,                  1.173,                0.60341,                 1.2165,                 0.9689,                0.95855,                0.98505,                0.65925,                 1.2794,                0.51547,                 1.3468,               0.005644,               0.005644,               0.005644
                     24,                 1.1487,                0.60781,                 1.1963,                0.97905,                0.95842,                0.98368,                0.66698,                 1.2471,                0.50899,                 1.3223,               0.005446,               0.005446,               0.005446
                     25,                 1.1341,                0.58734,                 1.1907,                0.96166,                0.96468,                0.97967,                0.66271,                  1.245,                 0.4989,                 1.3413,               0.005248,               0.005248,               0.005248
                     26,                 1.1161,                 0.5709,                 1.1876,                0.98169,                 0.9641,                0.98301,                 0.6725,                 1.2579,                0.48506,                 1.3687,                0.00505,                0.00505,                0.00505
                     27,                 1.1069,                0.56378,                 1.1727,                0.98116,                0.95641,                0.98481,                0.67394,                 1.2553,                0.48109,                 1.3641,               0.004852,               0.004852,               0.004852
                     28,                 1.1265,                0.57846,                 1.1941,                0.97143,                 0.9591,                0.98453,                0.67332,                 1.2373,                0.46871,                 1.3364,               0.004654,               0.004654,               0.004654
                     29,                 1.0973,                0.55798,                  1.176,                0.98042,                0.95385,                0.97937,                0.66653,                 1.2586,                0.49902,                 1.3632,               0.004456,               0.004456,               0.004456
                     30,                 1.0932,                0.55758,                 1.1671,                0.97351,                0.97179,                0.98434,                0.67245,                 1.2574,                0.48599,                 1.3534,               0.004258,               0.004258,               0.004258
                     31,                 1.0935,                0.56193,                 1.1665,                0.98053,                0.96154,                0.98386,                0.67032,                 1.2494,                0.48792,                 1.3397,                0.00406,                0.00406,                0.00406
                     32,                 1.0734,                0.54009,                 1.1604,                0.98169,                0.96221,                0.98099,                0.67572,                 1.2318,                0.48609,                 1.3293,               0.003862,               0.003862,               0.003862
                     33,                 1.0772,                0.53724,                 1.1576,                0.98181,                0.96865,                0.98571,                0.67764,                 1.2155,                0.47355,                 1.3314,               0.003664,               0.003664,               0.003664
                     34,                 1.0546,                0.54015,                 1.1555,                0.97992,                 0.9641,                0.98416,                0.67282,                 1.2565,                0.47105,                 1.3612,               0.003466,               0.003466,               0.003466
                     35,                 1.0523,                0.53823,                 1.1504,                 0.9873,                0.96154,                0.98505,                0.67301,                 1.2355,                0.48256,                 1.3672,               0.003268,               0.003268,               0.003268
                     36,                 1.0442,                0.53379,                 1.1393,                0.97406,                 0.9629,                0.98429,                0.67529,                  1.229,                 0.4751,                 1.3367,                0.00307,                0.00307,                0.00307
                     37,                 1.0409,                0.51963,                 1.1435,                0.98941,                0.95794,                 0.9857,                 0.6731,                 1.2396,                 0.4518,                 1.3598,               0.002872,               0.002872,               0.002872
                     38,                 1.0347,                 0.5323,                 1.1432,                0.98437,                0.96918,                0.98538,                0.68005,                 1.2155,                0.44597,                  1.347,               0.002674,               0.002674,               0.002674
                     39,                 1.0256,                0.52015,                  1.136,                0.97946,                0.95641,                0.98521,                0.68179,                 1.2249,                0.45751,                 1.3464,               0.002476,               0.002476,               0.002476
                     40,                 1.0241,                0.50604,                 1.1297,                0.98163,                0.95924,                0.98274,                0.67388,                   1.22,                0.48637,                 1.3372,               0.002278,               0.002278,               0.002278
                     41,                 1.0143,                0.50978,                 1.1259,                0.98401,                0.97179,                0.98269,                0.67666,                 1.2249,                0.47091,                 1.3411,                0.00208,                0.00208,                0.00208
                     42,                 1.0121,                0.51955,                 1.1256,                 0.9667,                0.97692,                0.98526,                 0.6825,                 1.2266,                0.48222,                 1.3441,               0.001882,               0.001882,               0.001882
                     43,                 1.0039,                0.51095,                 1.1228,                0.97929,                0.97007,                0.98267,                0.68709,                 1.2139,                0.46679,                 1.3331,               0.001684,               0.001684,               0.001684
                     44,                0.98917,                0.48768,                 1.1133,                0.97439,                0.97179,                0.98496,                0.68654,                 1.2247,                0.43087,                 1.3539,               0.001486,               0.001486,               0.001486
                     45,                0.97907,                0.48789,                 1.1121,                0.97926,                0.96871,                0.98548,                0.68565,                 1.2187,                 0.4359,                 1.3451,               0.001288,               0.001288,               0.001288
                     46,                0.97057,                0.48775,                 1.1122,                0.98043,                0.96667,                0.98498,                0.68347,                 1.2274,                0.43811,                 1.3641,                0.00109,                0.00109,                0.00109
                     47,                0.95701,                0.48007,                 1.1018,                 0.9875,                0.97179,                0.98794,                 0.6865,                   1.23,                0.44111,                 1.3677,               0.000892,               0.000892,               0.000892
                     48,                0.94959,                0.47637,                 1.0963,                0.98693,                0.96813,                0.98454,                0.67879,                 1.2333,                0.44115,                 1.3661,               0.000694,               0.000694,               0.000694
                     49,                0.95458,                0.46989,                 1.0926,                0.97883,                0.97179,                0.98618,                0.68971,                 1.2199,                0.45077,                 1.3503,               0.000496,               0.000496,               0.000496
